	users (count)	users (count)	users (count)	users (count)	users (count)	users (count)	usage (percent)	usage (percent)	usage (percent)	usage (percent)	usage (percent)	usage (percent)
2018-12-10 04:34 MST	58	35	47	22	36	54	12	15	23	2	1	10
2018-12-10 04:39 MST	58	35	47	22	37	53	13	14	21	2	1	10
2018-12-10 04:44 MST	58	34	47	22	36	53	13	15	20	1	1	10
2018-12-10 04:49 MST	58	34	47	22	34	53	13	14	19	2	1	10
2018-12-10 04:54 MST	58	34	48	21	34	53	13	15	21	1	1	10
2018-12-14 19:11 MST	70	44	36	39	24	65	12	2	8	1	3	4
2018-12-14 19:16 MST	69	44	35	39	25	64	13	3	7	0	3	4
2018-12-14 19:21 MST	69	42	35	36	25	62	13	2	7	0	1	5
2018-12-14 19:26 MST	69	42	35	35	24	62	14	2	7	0	2	5
2018-12-14 19:31 MST	67	41	35	36	22	62	13	2	6	0	1	5
2018-12-14 19:36 MST	67	41	34	35	21	61	14	2	6	1	1	4
2018-12-14 19:41 MST	67	41	34	35	21	62	14	2	7	4	1	5
2018-12-14 19:46 MST	67	41	34	35	21	62	15	1	7	4	1	4
2018-12-14 19:51 MST	68	41	34	35	22	62	16	1	7	4	2	4
2018-12-14 19:56 MST	68	41	35	35	21	62	16	1	7	4	6	4
2018-12-14 20:01 MST	68	41	35	35	21	62	17	1	7	3	8	4
2018-12-14 20:07 MST	68	41	35	35	21	63	15	0	7	3	8	4
2018-12-14 20:12 MST	68	41	35	35	21	63	17	0	7	3	9	4
2018-12-14 20:17 MST	68	40	35	35	21	62	16	1	7	5	9	4
2018-12-14 20:22 MST	68	41	34	34	21	61	14	1	6	2	9	5
2018-12-14 20:27 MST	68	41	33	34	22	61	15	1	7	12	9	5
2018-12-14 20:32 MST	68	41	33	34	21	61	17	0	7	15	9	5
2018-12-14 20:37 MST	67	41	34	34	22	61	17	0	7	16	10	5
2018-12-14 20:42 MST	67	42	34	34	22	60	18	1	7	18	9	5
2018-12-14 20:47 MST	66	41	33	34	22	61	19	2	8	14	6	5
2018-12-14 20:52 MST	65	41	33	34	22	61	16	1	9	6	3	5
2018-12-14 20:57 MST	65	41	33	34	22	61	13	0	9	2	1	5
2018-12-14 21:02 MST	65	40	33	34	22	61	15	2	8	1	1	5
2018-12-14 21:07 MST	66	40	33	33	22	61	20	1	7	2	1	5
2018-12-14 22:10 MST	66	43	29	34	24	59	17	1	6	1	0	5
2018-12-14 22:15 MST	66	43	28	35	23	59	15	0	6	1	1	5
2018-12-14 22:20 MST	66	43	29	35	23	58	17	1	6	0	1	4
2018-12-14 22:25 MST	66	43	30	35	23	58	15	0	6	1	1	4
2018-12-14 22:30 MST	66	43	30	33	22	59	15	1	6	0	1	4
2018-12-14 22:35 MST	66	43	30	33	22	59	13	0	6	0	1	6
2018-12-14 22:40 MST	66	43	30	34	22	59	13	1	6	1	3	5
2018-12-14 22:45 MST	66	43	30	34	22	58	13	1	6	1	2	4
2018-12-14 22:50 MST	65	43	29	34	22	58	13	1	8	1	1	4
2018-12-14 22:56 MST	65	43	29	34	22	58	14	0	13	0	1	4
2018-12-14 23:01 MST	65	43	29	34	21	58	13	0	9	1	1	7
2018-12-14 23:06 MST	65	42	28	35	21	59	14	1	7	4	2	7
2018-12-14 23:11 MST	65	42	28	36	21	59	13	6	6	7	1	5
2018-12-14 23:16 MST	65	43	28	36	21	59	13	4	6	17	1	5
2018-12-14 23:21 MST	64	43	28	36	21	58	13	2	6	17	1	4
2018-12-14 23:26 MST	64	43	28	36	21	58	13	2	6	18	1	4
2018-12-14 23:31 MST	64	43	28	36	21	58	14	1	6	17	1	4
2018-12-14 23:36 MST	64	43	26	35	22	58	14	1	6	10	1	5
2018-12-14 23:41 MST	64	43	26	35	22	59	16	2	6	4	0	5
2018-12-14 23:46 MST	63	43	26	35	23	58	14	1	6	2	1	5
2018-12-14 23:51 MST	63	43	27	35	23	58	14	1	6	2	1	5
2018-12-14 23:56 MST	63	43	27	35	23	58	13	0	6	1	0	5
2018-12-15 00:01 MST	62	43	26	35	22	58	12	4	6	1	1	5
2018-12-15 00:06 MST	63	43	26	35	22	58	13	2	6	1	1	5
2018-12-15 00:11 MST	63	43	26	35	22	57	14	3	6	0	1	4
2018-12-15 00:16 MST	63	43	26	33	22	56	14	1	6	0	1	5
2018-12-15 00:21 MST	63	42	25	32	22	56	13	1	6	0	1	5
2018-12-15 00:26 MST	63	42	25	32	22	56	13	1	6	0	1	5
2018-12-15 00:31 MST	62	42	25	31	22	55	14	0	6	0	0	5
2018-12-15 00:36 MST	62	42	24	31	22	55	15	1	6	0	1	5
2018-12-15 00:41 MST	62	42	24	31	23	55	15	0	6	1	1	5
2018-12-15 00:46 MST	62	43	24	31	23	57	14	1	6	1	1	4
2018-12-15 00:51 MST	63	42	24	31	23	56	14	0	6	1	2	6
2018-12-15 00:56 MST	62	42	24	30	22	57	14	0	6	2	1	7
2018-12-15 01:01 MST	62	42	24	30	21	55	13	2	6	1	0	7
2018-12-15 01:06 MST	62	42	24	30	21	55	12	1	6	1	0	7
2018-12-15 01:11 MST	62	42	24	30	21	55	14	1	6	1	0	8
2018-12-15 01:16 MST	62	42	24	30	20	54	13	2	6	1	1	7
2018-12-15 01:21 MST	62	42	23	29	19	54	14	1	6	0	1	7
2018-12-15 01:26 MST	62	42	23	28	19	53	13	1	6	0	1	7
2018-12-15 01:31 MST	62	42	23	28	19	53	12	1	6	0	1	7
2018-12-15 01:36 MST	62	41	23	28	19	53	12	1	6	1	1	7
2018-12-15 01:41 MST	62	40	24	28	19	53	12	0	6	0	1	7
2018-12-15 01:46 MST	62	41	23	29	18	53	12	0	6	1	1	8
2018-12-15 01:51 MST	62	41	24	29	17	53	12	1	6	0	1	7
2018-12-15 01:56 MST	62	41	24	29	17	53	12	1	6	0	1	7
2018-12-15 02:01 MST	62	40	24	29	17	53	12	1	6	0	1	8
2018-12-15 02:06 MST	62	39	24	29	17	53	12	2	6	0	1	7
2018-12-15 02:11 MST	62	39	24	29	17	53	12	1	6	0	1	7
2018-12-15 02:16 MST	62	39	24	29	17	53	12	0	6	0	1	7
2018-12-15 02:21 MST	62	39	24	29	17	53	12	1	6	1	1	9
2018-12-15 02:26 MST	62	39	24	29	17	53	12	2	6	1	1	8
2018-12-15 02:31 MST	62	39	24	29	17	54	12	1	9	1	1	7
2018-12-15 02:36 MST	62	38	25	29	17	50	12	1	7	1	1	7
2018-12-15 02:41 MST	62	39	24	29	17	51	12	1	7	1	0	6
2018-12-15 02:46 MST	62	39	24	29	17	51	12	1	7	1	0	7
2018-12-15 02:51 MST	61	39	24	29	17	51	12	0	6	1	1	7
2018-12-15 02:56 MST	61	39	24	29	17	50	12	1	6	1	1	7
2018-12-15 03:01 MST	61	39	23	29	17	50	12	1	6	1	1	7
2018-12-15 03:06 MST	61	38	23	29	16	49	14	1	6	0	1	7
2018-12-15 03:11 MST	60	38	23	29	16	50	13	3	6	0	1	7
2018-12-15 03:16 MST	60	37	23	29	16	50	12	1	7	1	1	7
2018-12-15 03:21 MST	60	37	22	29	16	50	12	1	6	1	1	6
2018-12-15 03:26 MST	60	37	22	29	16	50	12	1	6	0	1	8
2018-12-15 03:31 MST	60	37	22	29	16	50	12	0	6	0	1	7
2018-12-15 03:36 MST	60	37	22	29	16	50	12	0	6	0	1	7
2018-12-15 03:41 MST	60	37	22	29	16	50	12	2	6	0	1	6
2018-12-15 03:46 MST	60	37	22	29	16	50	12	1	6	0	1	7
2018-12-15 03:51 MST	60	37	22	29	16	50	12	0	6	0	1	7
2018-12-15 03:56 MST	59	37	22	29	16	50	13	4	6	0	4	6
2018-12-15 04:01 MST	59	36	22	29	16	50	12	3	7	0	2	6
2018-12-15 04:06 MST	59	36	22	29	16	51	12	2	6	0	2	7
2018-12-15 04:11 MST	58	36	22	29	16	51	12	1	6	0	1	7
2018-12-15 04:16 MST	58	36	22	29	16	51	12	1	6	1	1	7
2018-12-15 04:21 MST	58	36	22	29	16	50	12	1	6	1	1	6
2018-12-15 04:26 MST	58	36	22	29	16	50	11	1	6	0	1	7
2018-12-15 04:31 MST	58	36	22	29	16	50	12	0	6	0	1	7
2018-12-15 04:36 MST	59	36	22	29	16	50	12	1	6	2	1	6
2018-12-15 04:41 MST	58	36	22	29	16	50	11	1	7	1	1	6
2018-12-15 04:46 MST	58	36	22	29	16	50	12	2	6	1	1	7
2018-12-15 04:51 MST	58	36	21	29	16	50	12	2	6	1	1	7
2018-12-15 04:56 MST	58	36	21	29	16	50	12	1	6	1	1	7
2018-12-15 05:01 MST	58	36	21	29	16	50	12	3	6	1	1	7
2018-12-15 05:06 MST	58	36	21	29	16	50	12	1	6	0	1	7
2018-12-15 05:11 MST	58	36	21	30	16	50	11	1	6	1	1	7
2018-12-15 05:16 MST	59	37	22	29	16	50	12	1	6	1	1	7
2018-12-15 05:21 MST	59	37	22	29	16	50	11	0	6	1	1	7
2018-12-15 05:26 MST	59	37	22	29	16	50	12	0	6	0	1	7
2018-12-15 05:31 MST	59	37	22	29	16	49	12	1	6	0	1	7
2018-12-15 05:36 MST	59	38	22	29	16	50	12	2	6	1	1	7
2018-12-15 05:41 MST	59	38	22	29	16	50	12	1	6	0	0	7
2018-12-15 05:46 MST	59	38	22	29	16	50	12	0	6	0	2	7
2018-12-15 05:51 MST	59	38	22	29	16	50	12	1	7	0	1	7
2018-12-15 05:56 MST	59	38	22	29	16	51	12	0	6	0	1	7
2018-12-15 06:01 MST	59	38	23	29	16	51	12	1	6	1	1	7
2018-12-15 06:06 MST	59	38	23	29	16	51	12	1	8	2	0	7
2018-12-15 06:11 MST	60	38	23	29	16	52	12	1	7	1	0	7
2018-12-15 06:16 MST	60	38	23	29	16	52	12	2	6	1	0	7
2018-12-15 06:21 MST	60	38	24	29	16	52	13	4	8	1	1	7
2018-12-15 06:26 MST	60	38	24	29	16	52	12	2	7	1	1	8
2018-12-15 06:31 MST	60	38	24	30	16	52	13	1	6	2	1	7
2018-12-15 06:36 MST	60	38	24	30	17	52	12	1	6	1	2	7
2018-12-15 06:41 MST	60	38	24	31	18	52	12	2	6	2	3	8
2018-12-15 06:46 MST	61	38	24	31	18	53	12	1	7	4	2	8
2018-12-15 06:51 MST	61	38	24	31	18	53	12	1	7	4	2	9
2018-12-15 06:56 MST	61	38	24	31	18	53	12	1	6	2	1	8
2018-12-15 07:01 MST	61	38	24	32	18	53	12	1	6	1	3	8
2018-12-15 07:06 MST	61	38	24	32	18	53	12	0	6	1	2	6
2018-12-15 11:19 MST	68	43	33	36	26	56	12	4	19	4	6	10
2018-12-15 15:05 MST	67	48	36	35	28	67	13	3	11	1	11	10
2018-12-15 15:10 MST	67	48	35	35	28	67	12	4	10	3	10	9
2018-12-15 15:15 MST	67	49	34	34	28	68	14	7	8	2	11	10
2018-12-15 15:20 MST	67	49	34	33	28	68	13	8	7	1	14	17
2018-12-15 15:25 MST	66	49	34	33	28	69	13	8	7	1	18	15
2018-12-15 15:30 MST	66	49	33	32	28	68	13	6	7	1	15	11
2018-12-15 15:35 MST	64	49	33	32	28	68	12	4	8	1	13	10
2018-12-15 15:40 MST	64	49	32	32	28	68	12	4	9	1	17	13
2018-12-15 15:45 MST	63	49	31	32	28	69	12	2	8	1	16	13
2018-12-15 15:50 MST	63	49	30	32	27	68	12	4	7	0	12	12
2018-12-15 15:55 MST	62	49	29	32	27	67	12	4	6	0	10	10
2018-12-15 16:00 MST	62	49	29	33	27	66	12	3	11	0	9	11
2018-12-15 16:05 MST	61	48	29	32	27	65	12	2	9	1	9	12
2018-12-15 16:10 MST	60	48	29	32	27	65	12	2	10	1	9	14
2018-12-15 16:15 MST	61	48	29	33	27	64	12	2	8	2	8	12
2018-12-15 16:20 MST	60	47	29	33	27	64	12	1	7	1	7	10
2018-12-15 16:25 MST	60	47	29	33	27	64	13	2	9	1	7	8
2018-12-15 16:47 MST	61	47	30	35	28	64	12	0	9	1	11	6
2018-12-15 16:52 MST	61	48	31	35	28	64	12	2	10	1	8	7
2018-12-15 16:57 MST	62	48	31	35	28	64	12	1	11	2	9	6
2018-12-15 17:02 MST	62	48	31	36	27	64	12	2	12	1	13	5
2018-12-15 17:07 MST	64	48	32	36	28	65	12	1	12	2	18	5
2018-12-15 17:12 MST	65	47	32	36	28	65	13	3	13	2	28	6
2018-12-15 17:17 MST	65	47	32	36	28	65	12	1	13	2	63	5
2018-12-15 17:22 MST	62	47	32	34	29	65	12	1	11	2	29	4
2018-12-15 17:27 MST	62	47	32	35	28	65	12	1	10	3	18	4
2018-12-15 17:32 MST	62	47	32	35	28	65	12	1	12	2	14	5
2018-12-15 17:37 MST	62	47	32	35	27	64	12	1	13	2	14	5
2018-12-15 17:42 MST	62	46	32	35	27	64	12	1	13	1	14	4
2018-12-15 17:47 MST	62	46	32	35	27	62	11	1	13	1	16	6
2018-12-15 17:52 MST	62	46	31	35	26	62	12	1	11	1	14	7
2018-12-15 17:57 MST	62	46	31	35	26	63	12	1	11	1	12	7
2018-12-15 18:02 MST	61	46	31	35	25	63	12	3	10	1	9	6
2018-12-15 18:07 MST	62	45	31	35	25	63	12	3	10	0	7	5
2018-12-15 18:12 MST	62	47	31	34	25	63	11	4	9	1	6	4
2018-12-15 18:17 MST	62	47	31	34	25	63	12	4	8	1	7	4
2018-12-15 18:22 MST	62	47	31	33	26	63	13	2	7	2	4	5
2018-12-15 18:27 MST	62	47	30	32	26	63	12	2	8	1	2	7
2018-12-15 18:32 MST	61	47	31	32	26	63	12	6	7	1	4	6
2018-12-15 18:37 MST	62	47	31	31	27	63	13	2	7	1	2	5
2018-12-15 18:42 MST	61	46	31	31	26	63	12	3	6	1	1	7
2018-12-15 18:47 MST	61	46	30	31	26	63	12	3	6	1	1	7
2018-12-15 18:52 MST	60	45	30	31	25	63	12	2	7	1	1	5
2018-12-15 18:57 MST	59	46	30	30	25	62	12	2	7	1	0	5
2018-12-15 19:02 MST	59	47	30	31	25	61	12	3	7	1	1	4
2018-12-15 19:07 MST	59	47	31	31	25	61	12	1	7	1	2	4
2018-12-15 19:12 MST	59	45	31	31	24	61	11	1	7	2	3	4
2018-12-15 19:17 MST	59	45	31	31	24	61	12	1	7	1	4	5
2018-12-15 19:22 MST	59	45	30	31	25	62	12	1	7	1	2	4
2018-12-15 19:27 MST	59	45	31	31	25	62	12	2	7	0	2	4
2018-12-15 19:32 MST	59	45	31	31	25	62	12	1	7	0	2	4
2018-12-15 19:37 MST	60	45	31	29	25	63	12	2	7	0	2	5
2018-12-15 19:42 MST	60	45	31	30	25	62	12	3	8	0	2	4
2018-12-15 19:47 MST	60	46	30	30	25	62	12	6	9	2	3	3
2018-12-15 19:52 MST	60	45	30	28	25	61	14	5	10	3	3	4
2018-12-15 19:57 MST	61	46	31	28	25	61	12	2	8	2	1	4
2018-12-15 20:02 MST	62	46	31	28	25	61	12	3	7	2	1	3
2018-12-15 20:07 MST	62	46	31	28	25	61	12	2	6	3	1	3
2018-12-15 20:12 MST	62	45	30	29	24	61	12	1	7	3	1	3
2018-12-15 20:17 MST	61	45	29	29	24	61	12	4	6	2	1	4
2018-12-15 20:22 MST	61	45	28	28	22	60	14	4	6	1	1	4
2018-12-15 20:27 MST	61	44	28	26	22	60	12	4	6	2	1	3
2018-12-15 20:32 MST	61	44	28	27	22	60	12	4	6	3	1	2
2018-12-18 12:20 MST	99	65	58	75	69	91	24	8	16	10	10	6
2018-12-18 12:25 MST	99	65	58	75	68	92	24	10	15	9	8	5
2018-12-18 12:30 MST	98	64	59	76	66	92	25	10	14	9	12	7
2018-12-18 12:35 MST	97	65	60	78	65	92	25	8	14	13	12	9
2018-12-18 12:40 MST	99	64	60	78	64	93	24	10	15	19	13	9
2018-12-18 12:45 MST	101	61	59	77	63	93	25	17	18	14	39	12
2018-12-18 12:50 MST	100	61	59	79	63	94	25	20	20	21	59	8
2018-12-18 12:55 MST	101	61	61	80	62	94	25	22	20	16	30	10
2018-12-18 13:00 MST	102	60	62	80	62	93	26	25	19	15	34	12
2018-12-18 13:05 MST	102	62	61	79	62	92	26	29	18	11	30	14
2018-12-18 13:10 MST	103	63	60	78	61	90	28	28	17	8	86	15
2018-12-18 13:15 MST	104	63	59	78	60	90	29	21	15	7	48	15
2018-12-18 13:20 MST	104	65	60	79	61	90	32	18	15	8	38	13
2018-12-18 13:25 MST	105	65	60	77	61	91	30	14	14	15	31	12
2018-12-18 13:30 MST	106	64	60	77	62	92	33	17	15	11	25	15
2018-12-18 13:35 MST	106	63	60	78	64	94	39	17	14	9	17	11
2018-12-18 13:40 MST	105	64	60	75	62	92	30	15	14	9	45	10
2018-12-18 13:45 MST	105	64	59	76	61	91	26	16	17	9	24	10
2018-12-18 13:50 MST	106	64	59	76	61	91	25	21	17	10	17	8
2018-12-18 13:55 MST	106	62	57	76	63	93	31	24	17	11	31	6
2018-12-18 14:00 MST	105	61	60	77	62	94	34	22	16	12	36	8
2018-12-18 14:05 MST	103	61	58	77	64	94	45	21	24	15	34	19
2018-12-18 14:10 MST	102	61	59	79	66	95	45	21	22	18	44	20
2018-12-18 14:15 MST	104	62	61	80	67	93	38	23	25	13	42	11
2018-12-18 14:20 MST	104	62	62	80	66	93	38	16	29	12	24	20
2018-12-18 14:25 MST	103	64	63	80	66	94	37	14	29	13	24	16
2018-12-18 14:30 MST	103	62	65	80	65	92	36	11	29	11	23	20
2018-12-18 14:35 MST	103	66	66	76	64	92	36	10	31	11	62	15
2018-12-18 14:40 MST	103	67	65	76	63	94	35	9	33	15	44	14
2018-12-18 14:45 MST	103	66	64	76	63	96	35	8	30	19	30	14
2018-12-18 14:50 MST	102	66	67	78	64	97	36	12	29	23	22	16
2018-12-18 14:55 MST	104	67	66	79	68	97	36	10	30	15	38	14
2018-12-18 15:00 MST	106	69	66	79	69	98	34	15	26	13	20	13
2018-12-18 15:05 MST	105	67	65	79	67	101	31	16	35	9	12	13
2018-12-18 15:10 MST	106	69	65	80	69	100	32	16	27	6	9	17
2018-12-18 15:15 MST	107	69	65	81	69	100	33	12	25	8	8	16
2018-12-18 15:20 MST	106	70	66	81	68	101	33	12	24	9	9	24
2018-12-18 15:25 MST	106	70	66	81	69	101	34	12	24	10	10	28
2018-12-18 15:30 MST	104	67	67	82	68	100	32	13	25	9	11	22
2018-12-18 15:35 MST	104	67	67	81	67	98	32	13	24	9	13	20
2018-12-18 15:40 MST	102	66	65	80	66	98	33	15	24	12	17	21
2018-12-18 15:45 MST	103	66	65	80	66	98	30	11	26	12	18	19
2018-12-18 15:50 MST	103	67	63	79	65	95	31	12	24	11	24	18
2018-12-18 15:55 MST	103	68	64	79	65	94	32	9	26	15	29	15
2018-12-18 16:16 MST	97	65	65	75	60	92	30	10	37	18	16	16
2018-12-18 16:21 MST	98	66	65	75	59	91	30	15	34	14	16	14
2018-12-18 16:26 MST	98	66	63	75	62	92	34	17	27	11	16	13
2018-12-18 16:31 MST	99	65	65	73	57	91	34	15	24	12	15	12
2018-12-18 16:36 MST	101	65	63	72	56	90	31	16	21	9	15	22
2018-12-18 16:41 MST	101	67	63	72	56	91	38	16	20	8	11	17
2018-12-18 16:46 MST	99	67	62	72	56	91	32	16	17	9	8	16
2018-12-18 16:51 MST	99	66	60	72	55	90	32	16	17	11	7	13
2018-12-18 17:04 MST	96	64	62	74	52	90	25	15	14	9	8	11
2018-12-18 17:09 MST	95	66	62	74	52	89	24	17	15	10	8	8
2018-12-18 17:14 MST	93	66	62	76	50	89	23	18	15	9	7	8
2018-12-18 17:19 MST	93	65	61	78	50	90	23	14	15	9	7	6
2018-12-18 17:24 MST	95	64	60	77	49	90	24	13	18	8	7	13
2018-12-18 17:29 MST	96	61	61	77	49	89	26	11	16	7	6	12
2018-12-18 17:34 MST	96	61	61	77	49	89	24	10	12	6	4	9
2018-12-18 17:39 MST	96	61	59	77	49	89	21	10	12	8	4	8
2018-12-18 17:44 MST	98	63	60	76	50	89	23	9	12	11	4	7
2018-12-18 17:49 MST	97	61	59	76	50	88	26	10	16	11	4	8
2018-12-18 17:54 MST	97	59	59	75	50	86	22	9	22	11	4	8
2018-12-18 17:59 MST	97	60	57	73	49	87	19	9	21	10	4	8
2018-12-18 18:04 MST	96	58	58	74	49	87	19	10	21	10	4	11
2018-12-18 18:09 MST	98	58	57	74	47	87	19	8	17	11	3	12
2018-12-18 18:14 MST	97	58	58	73	46	84	22	9	20	10	4	11
2018-12-18 18:19 MST	97	61	57	73	46	83	26	9	23	9	5	8
2018-12-18 18:24 MST	97	60	55	74	45	83	28	10	17	8	6	6
2018-12-18 22:08 MST	86	59	49	71	49	78	22	21	20	8	16	4
2018-12-18 22:13 MST	86	58	49	71	50	76	24	21	20	8	16	4
2018-12-18 22:18 MST	87	57	48	71	47	76	24	21	18	7	13	3
2018-12-18 22:23 MST	87	56	48	70	47	76	26	26	19	6	13	3
2018-12-18 22:28 MST	84	56	48	70	47	75	20	21	20	8	12	4
2018-12-18 22:33 MST	84	56	48	70	49	75	16	17	24	7	12	4
2018-12-18 22:38 MST	85	57	47	71	49	75	14	18	23	7	13	4
2018-12-18 22:43 MST	86	56	47	71	50	76	14	18	19	7	13	8
2018-12-18 22:48 MST	85	55	47	71	49	77	13	18	16	7	15	22
2018-12-18 22:53 MST	85	55	46	71	49	77	13	20	15	8	16	17
2018-12-18 22:58 MST	86	55	46	72	50	76	15	20	16	7	15	19
2018-12-18 23:03 MST	87	54	46	72	49	76	15	19	17	6	13	34
2018-12-18 23:08 MST	86	54	46	72	48	76	14	17	17	5	13	21
2018-12-18 23:13 MST	84	54	46	72	48	75	21	14	18	5	13	12
2018-12-18 23:18 MST	84	54	45	71	47	76	18	13	18	6	17	9
2018-12-18 23:23 MST	85	55	44	70	47	75	17	13	18	5	15	8
2018-12-18 23:28 MST	85	54	44	69	48	76	18	13	21	4	16	6
2018-12-18 23:33 MST	85	54	44	70	48	74	17	13	25	5	17	6
2018-12-18 23:38 MST	85	52	44	69	48	75	17	13	28	6	15	6
2018-12-18 23:43 MST	85	54	45	68	47	74	16	13	28	6	14	6
2018-12-18 23:48 MST	83	53	44	68	46	74	17	14	28	9	14	9
2018-12-18 23:53 MST	83	53	44	68	45	75	16	13	25	7	13	9
2018-12-18 23:58 MST	83	52	44	67	46	75	15	13	20	5	14	7
2018-12-19 00:03 MST	84	53	44	66	44	75	16	13	19	5	16	6
2018-12-19 00:08 MST	83	53	43	65	44	75	18	13	18	5	16	10
2018-12-19 00:13 MST	83	52	43	65	44	75	17	12	18	5	15	15
2018-12-19 00:18 MST	83	54	43	64	43	75	17	13	18	5	14	12
2018-12-19 00:23 MST	82	53	43	61	43	75	16	15	18	4	14	8
2018-12-19 00:28 MST	81	52	42	60	42	74	14	14	18	4	11	6
2018-12-19 00:33 MST	79	52	41	61	42	74	12	15	17	4	14	7
2018-12-19 00:38 MST	79	53	40	61	42	75	13	17	18	4	14	7
2018-12-19 00:43 MST	79	53	40	62	41	74	17	16	17	4	14	7
2018-12-19 00:48 MST	81	52	40	61	41	72	15	16	19	4	12	7
2018-12-19 00:53 MST	81	52	41	61	41	72	12	15	20	4	11	8
2018-12-19 00:58 MST	81	52	40	61	41	72	11	14	21	4	9	7
2018-12-19 01:03 MST	81	54	39	60	42	71	11	15	20	4	9	6
2018-12-19 01:08 MST	81	53	39	59	42	71	10	14	19	4	11	7
2018-12-19 01:13 MST	81	53	39	60	41	71	12	13	20	4	11	6
2018-12-19 01:18 MST	81	54	39	61	42	72	12	14	21	7	13	7
2018-12-19 01:23 MST	81	54	40	60	42	72	14	13	20	9	12	8
2018-12-19 01:28 MST	80	54	41	62	43	71	14	13	22	8	15	7
2018-12-19 01:33 MST	79	55	43	58	42	71	13	14	21	7	14	9
2018-12-19 01:38 MST	78	55	42	58	42	71	14	15	22	7	15	9
2018-12-19 01:43 MST	78	55	42	59	42	71	14	15	23	6	14	13
2018-12-19 01:48 MST	77	54	41	57	42	72	14	14	21	5	14	17
2018-12-19 01:53 MST	76	54	41	57	41	70	15	13	19	4	14	14
2018-12-19 01:58 MST	76	54	40	57	40	70	14	13	18	4	12	13
2018-12-19 02:03 MST	76	54	39	57	40	71	14	13	18	4	12	11
2018-12-19 02:08 MST	76	52	38	58	39	70	14	14	19	5	12	13
2018-12-19 02:13 MST	77	50	37	58	38	70	14	14	19	5	20	12
2018-12-19 02:18 MST	76	50	37	57	38	71	14	13	18	4	19	12
2018-12-19 02:23 MST	76	50	37	57	37	70	14	13	18	4	15	12
2018-12-19 02:28 MST	78	50	37	56	35	69	14	14	17	3	14	12
2018-12-19 02:33 MST	78	50	37	55	35	69	14	12	17	4	14	12
2018-12-19 02:38 MST	77	50	38	55	36	69	14	13	18	5	14	10
2018-12-19 02:43 MST	80	52	39	56	37	68	14	13	19	4	13	9
2018-12-19 02:48 MST	79	52	38	56	37	68	14	13	20	4	13	10
2018-12-19 02:53 MST	78	52	38	56	37	68	15	13	20	4	13	9
2018-12-19 02:58 MST	77	52	39	56	37	67	14	13	20	4	13	9
2018-12-19 03:03 MST	77	52	38	56	37	67	14	13	19	5	13	9
2018-12-19 03:08 MST	76	52	38	56	37	67	13	13	17	11	14	8
2018-12-19 03:13 MST	77	52	38	56	37	67	13	13	18	6	14	8
2018-12-19 03:18 MST	77	51	38	58	37	67	13	13	20	5	14	10
2018-12-19 03:23 MST	77	50	38	58	37	67	13	14	18	8	13	10
2018-12-19 03:28 MST	77	50	38	58	37	67	13	13	17	9	11	9
2018-12-19 03:33 MST	76	48	38	56	37	65	13	11	17	7	11	9
2018-12-19 03:38 MST	76	49	38	56	37	65	13	11	17	7	10	8
2018-12-19 03:43 MST	76	49	38	56	37	65	13	10	17	7	9	9
2018-12-19 03:48 MST	76	48	37	55	36	65	15	10	17	6	10	8
2018-12-19 03:53 MST	77	48	37	55	36	65	15	10	17	4	10	8
2018-12-19 03:58 MST	76	48	36	55	36	65	16	11	18	5	9	8
2018-12-19 04:03 MST	76	47	36	55	36	65	16	11	17	3	8	9
2018-12-19 04:08 MST	76	46	36	55	36	65	17	11	17	3	8	8
2018-12-19 04:13 MST	76	47	35	55	36	66	16	11	19	3	8	9
2018-12-19 04:18 MST	79	47	36	54	36	66	16	10	17	4	8	8
2018-12-19 04:23 MST	78	46	36	54	36	67	15	10	17	4	8	8
2018-12-19 04:28 MST	78	46	37	54	37	67	17	11	17	4	8	9
2018-12-19 04:33 MST	79	46	37	54	36	68	16	10	17	4	7	8
2018-12-19 04:38 MST	79	46	37	54	36	68	18	10	19	3	7	7
2018-12-19 04:43 MST	80	46	36	53	36	68	16	10	18	3	7	10
2018-12-19 04:48 MST	80	46	36	54	36	68	14	10	17	3	7	9
2018-12-19 04:53 MST	80	46	36	54	36	69	13	11	17	3	9	9
2018-12-19 04:58 MST	79	46	36	54	37	69	14	11	17	3	9	9
2018-12-19 05:03 MST	77	46	36	54	35	69	14	10	17	3	10	8
2018-12-19 05:08 MST	77	47	36	54	35	69	13	10	17	4	10	8
2018-12-19 05:13 MST	77	47	36	54	35	68	14	10	21	3	10	9
2018-12-19 05:18 MST	78	47	36	54	35	68	15	10	18	1	11	9
2018-12-19 05:23 MST	78	47	36	54	35	68	14	10	18	1	10	8
2018-12-19 05:28 MST	78	47	36	54	35	68	13	10	17	1	10	8
2018-12-21 23:26 MST	55	56	9	13	48	71	12	7	10	7	7	15
2018-12-21 23:31 MST	55	56	9	13	48	71	12	6	7	7	8	14
2018-12-21 23:36 MST	55	56	9	13	48	70	12	7	6	7	7	13
2018-12-21 23:41 MST	55	56	9	13	48	70	12	7	6	7	7	13
2018-12-21 23:46 MST	55	55	9	11	48	69	12	6	6	9	8	12
2018-12-21 23:51 MST	54	55	9	11	48	68	12	7	6	7	8	10
2018-12-21 23:56 MST	55	55	9	11	47	67	12	8	6	8	7	10
